"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00167181",94,0,0,0,0,0,0,0,0,0,0,1,0,3,19,1,12,10,24,0,5,1,4,7,2,5,0,0
"E00167182",53,0,0,2,0,2,0,0,0,0,0,0,1,2,7,2,5,2,10,1,5,3,3,3,7,0,0,0
"E00167183",105,0,0,2,0,0,0,1,0,1,0,0,0,2,4,1,0,6,42,2,26,1,6,5,2,4,0,2
"E00167184",100,0,1,3,0,0,0,0,0,0,3,1,0,3,5,5,6,3,8,3,10,4,9,12,17,9,0,1
"E00167185",88,0,0,3,0,0,0,0,0,1,2,0,1,5,13,6,11,0,2,2,9,3,7,7,11,8,0,0
"E00167186",190,0,0,0,0,0,0,0,0,0,0,0,0,8,11,6,14,25,19,3,36,8,7,21,18,14,0,0
"E00167187",166,0,1,1,0,0,0,0,0,0,1,0,0,6,23,6,4,19,14,3,22,9,6,23,14,15,0,0
"E00167188",249,0,0,8,0,4,0,1,2,0,1,1,0,7,16,3,17,37,30,12,58,10,8,20,10,12,0,0
"E00167189",169,0,0,3,0,0,0,0,1,0,2,1,2,1,19,3,14,13,28,1,27,9,5,19,19,5,0,0
"E00167190",140,0,0,3,1,1,0,0,0,1,0,1,1,2,16,7,9,19,14,4,25,5,6,7,12,9,0,0
"E00167191",189,0,0,5,0,2,0,0,1,0,2,0,0,4,17,3,12,29,24,4,36,10,4,15,12,14,0,0
"E00167192",157,0,0,6,0,2,0,2,0,1,1,1,0,5,18,1,8,18,17,4,27,2,11,17,16,5,0,1
"E00167193",83,0,0,2,0,0,0,0,0,0,2,0,1,5,13,7,5,3,4,0,5,7,3,8,12,8,0,0
"E00167194",149,0,0,2,0,0,0,0,2,0,0,1,0,5,13,5,14,13,16,4,26,3,7,18,16,5,0,1
"E00167195",127,0,0,4,0,2,0,1,1,0,0,0,0,0,9,5,6,12,17,4,21,6,5,16,12,9,0,1
"E00167196",69,0,0,5,1,2,0,0,0,1,1,0,1,5,13,4,3,6,2,1,1,6,1,11,6,2,1,1
"E00167197",119,0,0,8,1,2,1,1,0,1,2,0,1,1,22,9,10,12,7,6,8,6,2,8,15,4,0,0
"E00167198",205,0,0,8,0,2,0,1,1,0,4,0,1,8,35,10,35,8,8,5,18,12,9,24,17,6,1,0
"E00167199",124,0,0,2,1,0,0,0,0,0,1,0,0,6,9,2,7,19,10,0,32,3,6,9,10,9,0,0
"E00167200",166,0,0,6,1,0,0,0,0,2,3,0,0,11,13,4,15,19,15,1,33,2,3,15,13,16,0,0
"E00167201",104,0,0,0,0,0,0,0,0,0,0,0,2,6,18,11,12,3,1,6,7,6,4,8,15,5,0,0
"E00167202",67,0,0,3,0,1,0,0,0,2,0,0,0,8,9,2,12,4,5,2,9,1,2,6,3,1,0,0
"E00167203",182,0,0,5,1,1,0,0,0,0,3,0,0,4,18,6,14,17,34,2,30,10,5,10,18,9,0,0
"E00167204",201,0,1,9,1,2,0,3,1,2,0,0,1,4,16,2,7,25,32,2,48,6,12,15,11,10,0,0
"E00167205",107,0,0,2,0,1,0,0,0,0,1,0,0,3,23,11,12,5,5,4,11,3,2,12,10,3,1,0
"E00167206",146,0,0,3,0,1,0,0,0,0,2,0,0,4,21,6,25,14,5,3,11,12,4,18,11,9,0,0
"E00167207",159,0,0,1,1,0,0,0,0,0,0,0,0,2,12,4,15,25,20,1,28,3,8,17,11,11,0,1
"E00167208",218,0,2,2,0,1,0,1,0,0,0,0,0,3,19,3,8,28,25,0,59,12,11,14,18,14,0,0
"E00167209",219,0,0,1,0,0,0,0,0,0,1,0,0,3,19,5,13,22,16,2,21,10,3,46,47,11,0,0
"E00167210",106,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1,1,16,19,5,22,5,2,8,7,7,0,0
"E00167211",147,0,1,4,2,2,0,0,0,0,0,0,0,2,14,5,34,10,15,2,16,8,5,11,9,11,0,0
"E00167212",102,0,0,7,1,3,0,0,0,0,3,0,0,2,7,10,15,6,2,6,6,2,6,7,19,7,0,0
"E00167213",107,0,0,2,0,2,0,0,0,0,0,0,1,3,16,6,20,3,5,1,6,9,2,15,15,3,0,0
"E00167214",162,0,0,5,2,0,0,1,0,1,1,1,0,3,21,5,31,10,10,2,16,10,6,20,15,7,0,0
"E00167215",180,0,0,6,0,2,0,0,0,2,2,0,1,4,28,8,26,13,17,10,19,8,8,9,13,9,1,0
"E00167216",96,0,0,2,1,0,0,0,0,0,1,0,1,4,9,8,17,5,7,2,3,10,2,9,10,6,1,0
"E00167217",91,0,0,2,0,1,0,0,0,0,1,0,1,0,21,6,20,3,5,0,2,9,2,5,9,6,0,0
"E00167218",158,0,0,2,0,0,0,0,1,0,1,0,0,2,21,8,10,22,21,1,16,9,10,15,10,9,1,1
"E00167219",79,0,0,2,0,1,0,0,0,1,0,0,1,3,14,10,10,8,2,0,4,6,4,7,8,0,0,0
"E00167220",188,0,0,1,0,0,0,1,0,0,0,2,0,2,8,1,7,28,65,2,38,7,4,7,4,8,0,4
"E00167221",171,0,0,6,0,3,0,0,1,0,2,0,0,6,33,9,6,6,23,3,19,17,6,15,15,6,1,0
"E00167222",108,0,0,3,0,2,0,0,0,0,1,0,0,4,21,6,18,5,9,0,10,8,4,9,6,5,0,0
"E00167223",144,0,0,5,0,3,0,0,1,0,1,0,0,3,17,4,16,6,11,0,17,11,4,16,27,7,0,0
"E00167224",117,0,0,2,1,1,0,0,0,0,0,0,0,4,14,5,14,15,4,3,10,8,3,11,15,7,0,2
"E00167225",102,0,0,3,0,3,0,0,0,0,0,0,0,4,9,9,14,5,11,2,8,6,8,12,8,3,0,0
"E00167226",184,0,0,3,0,0,0,0,0,2,1,2,0,3,5,4,9,15,47,3,16,6,17,15,24,14,0,1
"E00167227",165,0,0,3,1,1,0,0,0,0,1,0,0,10,10,7,18,13,33,2,28,12,2,10,11,5,1,0
"E00167228",139,0,0,1,0,0,0,0,1,0,0,0,2,11,14,4,13,4,20,1,12,11,7,19,11,8,0,1
"E00167229",111,0,0,2,0,1,0,0,0,1,0,0,1,6,13,10,17,3,8,1,9,5,6,16,9,5,0,0
"E00167230",163,0,1,6,0,0,0,1,1,1,3,1,0,6,11,2,15,7,49,2,23,10,2,10,10,7,0,1
"E00167231",117,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,24,13,24,0,13,8,2,6,8,2,0,1
"E00167232",141,0,0,2,1,0,0,0,1,0,0,0,0,11,8,5,10,13,26,3,25,3,8,15,5,4,2,1
"E00167233",118,0,0,5,0,1,0,0,0,1,3,0,1,7,9,4,9,3,14,1,6,6,9,21,21,2,0,0
"E00167234",127,0,0,5,0,3,0,0,0,0,2,0,0,7,17,9,19,7,9,4,5,9,4,15,13,4,0,0
"E00167235",146,1,0,4,1,1,0,0,0,0,2,0,2,9,17,7,25,7,6,3,11,14,9,13,12,6,0,0
"E00167236",148,0,0,1,0,0,0,0,0,1,0,1,0,0,9,7,7,7,63,2,24,6,1,5,7,6,0,2
"E00167237",150,0,0,2,0,0,0,1,0,1,0,1,0,4,3,1,2,11,64,1,27,5,10,8,8,3,0,0
"E00167238",129,0,0,7,0,1,0,0,0,0,6,0,0,8,10,8,9,5,8,1,10,5,3,20,20,14,0,1
"E00167239",70,0,1,2,1,0,0,0,0,1,0,0,0,1,6,3,11,6,9,0,7,3,1,4,9,7,0,0
"E00167240",124,0,0,1,0,0,0,0,0,0,1,1,0,3,12,11,19,4,4,6,9,6,9,17,16,6,0,0
"E00167241",111,0,0,1,0,1,0,0,0,0,0,0,0,4,15,6,33,3,3,3,3,9,2,15,10,4,0,0
"E00167242",115,0,0,3,0,1,0,0,0,1,1,1,0,2,14,4,9,11,5,0,11,7,2,8,20,17,1,0
"E00167243",230,0,0,7,2,2,0,0,0,2,1,0,0,12,21,3,12,36,20,2,51,7,6,14,17,22,0,0
"E00167244",195,0,0,3,0,2,0,0,0,0,1,0,0,4,23,6,20,28,7,3,41,7,2,16,10,25,0,0
"E00167245",173,0,0,3,0,0,0,0,1,0,2,0,0,5,17,2,15,15,11,5,32,9,2,22,20,15,0,0
"E00167246",77,0,0,2,0,2,0,0,0,0,0,0,0,3,10,4,7,3,7,0,14,2,3,8,10,4,0,0
"E00167247",113,0,1,3,0,3,0,0,0,0,0,0,0,3,8,0,3,12,15,0,30,5,3,13,8,9,0,0
"E00167248",281,0,1,4,0,0,0,1,0,2,1,1,0,6,13,1,5,27,129,1,47,6,5,8,10,15,0,2
"E00167249",251,0,2,5,0,0,0,1,0,2,2,1,0,4,11,5,6,29,118,3,36,7,3,6,9,6,0,0
"E00167250",87,0,0,1,1,0,0,0,0,0,0,0,1,1,14,4,12,4,13,3,5,4,0,11,7,7,0,0
"E00167251",193,1,0,1,0,0,0,0,0,0,1,0,0,0,45,1,48,7,8,1,10,19,2,22,9,19,0,0
"E00167252",167,0,0,4,0,2,0,1,0,0,1,0,0,1,18,9,15,14,20,4,19,10,7,14,21,10,1,0
"E00167253",173,0,0,2,0,0,0,0,0,1,1,1,0,5,13,7,10,7,8,3,16,10,9,35,39,8,0,0
"E00167254",68,0,0,2,0,0,0,0,0,0,2,0,1,2,9,4,5,10,3,1,11,4,3,7,2,4,0,0
"E00167255",135,0,0,1,0,0,0,0,0,0,1,1,0,2,17,4,11,9,10,3,15,14,5,19,15,9,0,0
"E00167256",179,0,1,3,0,1,0,0,0,0,2,0,0,5,6,6,9,10,11,6,13,5,14,29,55,6,0,0
"E00167257",222,0,0,1,1,0,0,0,0,0,0,0,0,4,10,10,19,19,30,2,24,7,11,40,34,11,0,0
"E00167258",98,0,0,6,0,3,0,0,0,0,3,0,0,2,20,3,16,5,5,1,4,2,5,11,14,4,0,0
"E00167259",69,0,0,3,0,2,0,0,0,0,1,0,0,2,6,2,11,4,6,1,6,4,2,11,7,4,0,0
"E00167260",156,0,0,3,0,1,0,0,0,0,2,0,0,4,28,4,17,4,5,4,10,10,8,25,21,13,0,0
"E00167261",205,0,0,3,0,0,0,0,0,1,2,3,0,8,27,5,20,13,30,5,26,6,7,18,25,9,0,0
"E00167262",63,0,1,3,0,0,0,0,1,0,2,0,0,0,3,0,3,8,16,0,14,6,3,1,3,2,0,0
"E00167263",155,0,0,4,2,0,0,0,0,1,1,0,0,1,16,1,9,16,26,1,27,13,2,15,14,9,1,0
"E00167264",137,0,0,2,0,2,0,0,0,0,0,0,1,2,22,9,15,2,13,1,18,8,3,18,13,10,0,0
"E00167265",131,0,0,5,0,1,0,0,2,0,2,0,0,4,12,8,14,11,11,5,17,6,6,8,15,9,0,0
"E00167266",156,0,0,3,0,0,0,0,0,1,2,1,0,7,19,2,9,16,13,0,24,10,9,18,15,10,0,0
