"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00167202",165,20,8,12,25,17,7,1,0,0,43,30,10,2,1,0,40,20,18,2,17,15,2,0,20,9,11
"E00167203",317,92,44,48,103,73,26,1,1,2,87,44,19,13,6,5,22,2,10,10,9,3,2,4,4,0,4
"E00167204",229,23,23,0,155,146,9,0,0,0,45,37,7,1,0,0,5,2,2,1,0,0,0,0,1,0,1
"E00167205",225,28,11,17,78,45,24,4,5,0,79,31,25,14,8,1,13,4,4,5,14,7,7,0,13,8,5
"E00167206",278,68,41,27,80,46,22,11,1,0,85,28,17,27,9,4,14,4,9,1,14,5,9,0,17,8,9
"E00167207",244,69,50,19,112,79,24,7,2,0,56,17,22,10,6,1,2,1,0,1,4,0,1,3,1,0,1
"E00167208",255,21,17,4,162,153,9,0,0,0,62,52,4,2,2,2,7,3,4,0,3,1,1,1,0,0,0
"E00167209",290,29,17,12,168,127,32,9,0,0,84,46,25,8,2,3,5,1,4,0,1,0,1,0,3,0,3
"E00167210",127,16,16,0,69,60,8,1,0,0,40,28,10,2,0,0,1,1,0,0,0,0,0,0,1,1,0
"E00167211",278,101,62,39,77,46,26,4,1,0,74,30,19,19,6,0,12,4,3,5,7,3,3,1,7,2,5
"E00167212",195,36,14,22,64,26,29,9,0,0,79,34,22,15,3,5,12,8,4,0,3,1,1,1,1,1,0
"E00167213",277,75,18,57,74,37,28,7,2,0,77,28,19,19,8,3,21,4,6,11,13,1,6,6,17,3,14
"E00167214",265,51,27,24,132,61,35,35,1,0,59,20,16,20,3,0,9,2,5,2,4,0,1,3,10,1,9
"E00167215",266,63,51,12,124,99,18,7,0,0,66,39,18,7,0,2,5,1,2,2,7,2,4,1,1,0,1
"E00167216",256,74,24,50,65,35,20,7,2,1,89,28,25,15,16,5,11,1,5,5,9,2,3,4,8,2,6
"E00167217",213,49,16,33,67,43,20,3,1,0,63,25,15,16,5,2,15,3,6,6,9,3,3,3,10,3,7
"E00167218",222,52,27,25,105,78,25,2,0,0,63,32,17,9,2,3,1,0,1,0,0,0,0,0,1,0,1
"E00167219",201,41,13,28,77,29,30,15,3,0,53,18,6,18,9,2,14,2,7,5,9,0,5,4,7,4,3
"E00167220",218,41,40,1,126,116,8,2,0,0,46,38,5,2,1,0,5,1,4,0,0,0,0,0,0,0,0
"E00167221",315,61,28,33,104,59,40,4,1,0,86,42,16,17,10,1,25,13,11,1,16,9,3,4,23,12,11
"E00167222",231,62,32,30,79,49,19,11,0,0,62,16,15,19,8,4,14,1,8,5,5,0,3,2,9,3,6
"E00167223",257,57,17,40,90,45,35,10,0,0,99,44,25,15,12,3,7,3,2,2,3,0,2,1,1,0,1
"E00167224",224,26,10,16,118,36,69,12,1,0,68,35,20,10,0,3,7,5,1,1,3,0,2,1,2,0,2
"E00167225",232,60,5,55,70,21,37,11,1,0,91,16,30,35,7,3,6,1,1,4,3,0,2,1,2,1,1
"E00167226",207,26,24,2,124,109,13,1,1,0,55,43,11,1,0,0,1,0,1,0,0,0,0,0,1,0,1
"E00167227",279,55,26,29,101,81,11,8,0,1,84,51,15,10,3,5,16,5,6,5,13,2,9,2,10,7,3
"E00167228",215,34,17,17,86,53,23,8,0,2,71,28,15,18,8,2,20,6,10,4,1,1,0,0,3,2,1
"E00167229",241,38,18,20,69,43,18,6,2,0,72,27,19,16,7,3,28,9,15,4,12,2,9,1,22,8,14
"E00167230",183,19,17,2,114,101,13,0,0,0,42,38,2,2,0,0,8,3,5,0,0,0,0,0,0,0,0
"E00167231",219,66,39,27,92,69,18,2,3,0,47,23,8,11,3,2,7,1,3,3,4,0,3,1,3,0,3
"E00167232",179,24,19,5,90,84,6,0,0,0,53,44,6,1,2,0,5,3,2,0,6,1,3,2,1,1,0
"E00167233",157,13,3,10,67,39,24,4,0,0,68,34,20,9,1,4,6,3,2,1,2,0,2,0,1,0,1
"E00167234",268,66,20,46,49,28,16,3,1,1,115,41,29,20,15,10,25,5,14,6,6,1,4,1,7,3,4
"E00167235",342,94,43,51,86,33,44,5,4,0,93,28,27,14,24,0,34,7,20,7,19,8,8,3,16,9,7
"E00167236",171,32,32,0,107,95,12,0,0,0,26,22,4,0,0,0,5,1,4,0,1,0,1,0,0,0,0
"E00167237",175,19,16,3,99,79,20,0,0,0,50,42,7,0,0,1,5,1,4,0,1,1,0,0,1,1,0
"E00167238",249,47,19,28,84,41,38,2,2,1,77,34,23,9,11,0,19,6,10,3,6,2,4,0,16,10,6
"E00167239",125,30,17,13,46,33,13,0,0,0,42,23,9,9,1,0,5,2,1,2,1,0,1,0,1,0,1
"E00167240",302,57,11,46,79,28,32,13,4,2,120,35,30,41,11,3,25,8,7,10,13,3,6,4,8,3,5
"E00167241",278,70,27,43,80,36,26,14,4,0,80,28,18,22,9,3,17,5,5,7,15,5,7,3,16,11,5
"E00167242",150,31,29,2,48,32,15,0,1,0,61,29,22,9,1,0,9,7,2,0,1,0,1,0,0,0,0
"E00167243",257,58,55,3,132,129,2,1,0,0,66,43,11,7,3,2,1,1,0,0,0,0,0,0,0,0,0
"E00167244",242,57,50,7,117,113,2,0,0,2,62,47,5,3,5,2,2,0,0,2,3,2,0,1,1,0,1
"E00167245",256,46,25,21,100,85,12,0,3,0,83,51,12,8,12,0,20,10,4,6,5,0,3,2,2,0,2
"E00167246",179,33,8,25,47,33,12,1,1,0,56,27,16,7,3,3,14,4,7,3,21,6,15,0,8,3,5
"E00167247",144,21,10,11,82,70,12,0,0,0,38,21,12,2,3,0,2,2,0,0,1,1,0,0,0,0,0
"E00167248",356,78,76,2,164,163,0,1,0,0,105,93,10,0,2,0,7,6,1,0,1,0,1,0,1,1,0
"E00167249",346,75,75,0,183,176,7,0,0,0,83,80,3,0,0,0,4,3,1,0,1,0,1,0,0,0,0
"E00167250",237,71,16,55,72,24,36,10,2,0,83,16,33,26,7,1,7,0,2,5,2,0,2,0,2,0,2
"E00167251",304,282,276,6,20,20,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"E00167252",282,55,25,30,117,75,37,5,0,0,86,41,26,13,3,3,11,4,7,0,8,2,5,1,5,1,4
"E00167253",231,30,13,17,124,62,56,6,0,0,68,50,14,4,0,0,6,1,4,1,3,2,1,0,0,0,0
"E00167254",228,116,110,6,33,27,5,1,0,0,36,23,6,6,1,0,12,5,7,0,13,5,7,1,18,10,8
"E00167255",276,60,22,38,87,52,31,4,0,0,92,37,17,26,9,3,22,3,16,3,11,1,7,3,4,0,4
"E00167256",224,33,18,15,101,75,23,3,0,0,81,51,22,3,4,1,7,2,1,4,0,0,0,0,2,0,2
"E00167257",281,22,13,9,154,110,42,1,0,1,98,52,26,18,2,0,6,2,3,1,1,0,0,1,0,0,0
"E00167258",299,95,20,75,68,25,30,8,4,1,83,18,20,22,16,7,24,5,12,7,18,3,10,5,11,3,8
"E00167259",176,44,14,30,44,22,12,10,0,0,68,19,17,22,7,3,8,2,5,1,7,1,5,1,5,2,3
"E00167260",352,130,39,91,75,38,30,3,4,0,104,21,22,32,25,4,27,10,9,8,10,4,4,2,6,5,1
"E00167261",330,68,40,28,129,112,12,4,1,0,92,54,20,12,6,0,19,5,9,5,12,1,8,3,10,3,7
"E00167262",82,9,8,1,32,29,3,0,0,0,33,23,6,2,2,0,3,2,1,0,4,1,3,0,1,0,1
"E00167263",188,72,71,1,99,98,1,0,0,0,17,13,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"E00167264",236,44,24,20,69,50,15,2,2,0,75,45,13,8,7,2,21,11,9,1,15,3,12,0,12,4,8
"E00167265",278,58,49,9,74,62,11,1,0,0,57,31,10,11,5,0,30,12,18,0,20,10,9,1,39,29,10
"E00167266",279,40,37,3,86,75,11,0,0,0,57,35,7,8,6,1,21,9,12,0,30,23,7,0,45,33,12
